# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
4.7817e+00 1.3205e-04 9.0417e-06
4.7899e+00 1.7459e-04 9.2214e-06
4.7981e+00 2.2493e-04 9.6211e-06
4.8062e+00 1.9303e-04 9.5825e-06
4.8144e+00 1.7392e-04 9.5020e-06
4.8225e+00 2.3048e-04 9.8426e-06
4.8307e+00 2.3228e-04 1.0193e-05
4.8388e+00 1.5617e-04 9.6663e-06
4.8469e+00 1.8527e-04 1.0051e-05
4.8549e+00 2.2699e-04 9.9985e-06
4.8630e+00 2.5359e-04 1.0178e-05
4.8711e+00 2.3303e-04 1.0146e-05
4.8791e+00 2.0284e-04 1.0275e-05
4.8871e+00 1.7827e-04 1.0323e-05
4.8951e+00 1.6764e-04 1.0060e-05
4.9031e+00 1.9797e-04 1.0135e-05
4.9111e+00 2.4104e-04 1.0415e-05
4.9191e+00 2.7907e-04 1.0686e-05
4.9270e+00 2.2983e-04 1.0527e-05
4.9350e+00 1.7154e-04 1.0117e-05
4.9429e+00 1.4504e-04 1.0085e-05
4.9508e+00 9.8454e-05 9.9222e-06
4.9587e+00 1.0403e-04 9.9616e-06
4.9666e+00 2.0664e-04 1.0667e-05
4.9745e+00 2.1155e-04 1.0549e-05
4.9823e+00 2.0618e-04 1.0606e-05
4.9902e+00 2.3242e-04 1.0747e-05
4.9980e+00 2.1633e-04 1.0933e-05
5.0058e+00 1.7825e-04 1.0830e-05
5.0136e+00 1.1279e-04 1.0764e-05
5.0214e+00 8.3505e-05 1.0576e-05
5.0292e+00 1.4007e-04 1.1186e-05
5.0369e+00 1.8558e-04 1.1715e-05
5.0447e+00 2.0640e-04 1.1118e-05
5.0524e+00 2.3691e-04 1.1369e-05
5.0602e+00 2.4036e-04 1.1712e-05
5.0679e+00 2.1699e-04 1.1919e-05
5.0756e+00 1.3887e-04 1.2527e-05
5.0832e+00 1.3127e-04 1.1376e-05
5.0909e+00 1.5858e-04 1.1318e-05
5.0986e+00 1.6691e-04 1.1401e-05
5.1062e+00 1.3113e-04 1.1629e-05
5.1139e+00 1.7091e-04 1.2239e-05
5.1215e+00 1.9471e-04 1.2911e-05
5.1291e+00 1.2752e-04 1.2028e-05
5.1367e+00 6.8704e-05 1.1929e-05
5.1443e+00 3.7882e-05 1.1724e-05
5.1518e+00 6.2735e-05 1.1831e-05
5.1594e+00 1.1720e-04 1.2436e-05
5.1669e+00 1.4404e-04 1.2402e-05
5.1745e+00 1.4838e-04 1.2465e-05
5.1820e+00 1.7181e-04 1.2784e-05
5.1895e+00 1.3779e-04 1.2614e-05
5.2268e+00 1.2352e-04 4.7997e-07
5.2888e+00 1.1082e-04 4.3980e-07
5.3496e+00 9.8972e-05 4.2683e-07
5.4091e+00 7.9813e-05 3.9748e-07
5.4676e+00 6.1794e-05 3.8131e-07
5.5250e+00 5.2039e-05 3.7014e-07
5.5816e+00 4.1724e-05 3.5970e-07
5.6373e+00 3.6100e-05 3.4837e-07
5.6920e+00 3.0216e-05 3.3879e-07
5.7460e+00 2.8137e-05 3.2240e-07
5.7992e+00 2.9360e-05 3.4665e-07
5.8515e+00 2.8494e-05 3.5527e-07
5.9031e+00 2.5032e-05 3.5224e-07
5.9540e+00 2.6251e-05 3.5087e-07
6.0042e+00 3.0284e-05 3.8261e-07
6.0536e+00 3.0683e-05 3.6423e-07
6.1024e+00 3.0702e-05 3.9421e-07
6.1505e+00 3.5267e-05 3.9797e-07
6.1980e+00 4.5436e-05 4.3517e-07
6.2449e+00 6.6044e-05 4.5989e-07
6.2912e+00 7.4638e-05 4.8981e-07
6.3369e+00 6.2824e-05 4.7297e-07
6.3821e+00 4.3607e-05 4.4096e-07
6.4268e+00 2.8582e-05 4.1555e-07
6.5580e+00 2.3983e-05 4.2135e-07
6.6008e+00 2.4663e-05 4.3055e-07
6.6433e+00 2.7554e-05 4.5415e-07
6.6854e+00 3.3215e-05 4.6019e-07
6.7270e+00 3.9350e-05 4.8913e-07
6.7684e+00 3.9784e-05 4.9829e-07
