# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
1.1368e+01 1.2610e-04 1.9265e-06
1.1387e+01 1.2759e-04 1.8433e-06
1.1406e+01 1.3548e-04 1.9634e-06
1.1424e+01 1.2323e-04 1.8790e-06
1.1443e+01 1.0628e-04 1.9214e-06
1.1462e+01 9.7235e-05 1.6877e-06
1.1481e+01 8.4236e-05 1.7195e-06
1.1500e+01 8.7656e-05 1.7848e-06
1.1519e+01 7.3884e-05 1.7759e-06
1.1538e+01 1.0442e-04 1.7547e-06
1.1557e+01 1.0938e-04 1.7161e-06
1.1575e+01 1.2123e-04 1.8330e-06
1.1594e+01 1.1686e-04 2.0340e-06
1.1613e+01 1.3720e-04 2.1461e-06
1.1631e+01 1.1789e-04 2.2328e-06
1.1650e+01 1.0482e-04 2.3225e-06
1.1668e+01 9.2406e-05 2.0800e-06
1.1686e+01 8.0639e-05 2.2891e-06
1.1704e+01 7.9648e-05 2.1355e-06
1.1722e+01 8.1842e-05 2.2473e-06
1.1741e+01 7.1430e-05 2.3845e-06
1.1759e+01 6.5389e-05 2.4240e-06
1.1777e+01 5.7394e-05 2.6833e-06
1.1795e+01 8.1112e-05 2.6714e-06
1.1814e+01 7.9291e-05 2.8760e-06
1.1832e+01 7.4310e-05 2.7829e-06
