# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
9.9577e+00 1.2402e-03 6.8189e-06
9.9809e+00 1.2761e-03 7.0668e-06
1.0004e+01 1.2432e-03 6.9675e-06
1.0027e+01 1.1745e-03 6.9688e-06
1.0050e+01 1.0938e-03 6.8021e-06
1.0073e+01 1.0371e-03 6.2914e-06
1.0096e+01 1.0551e-03 6.8356e-06
1.0119e+01 1.1496e-03 7.2137e-06
1.0142e+01 1.2658e-03 7.4511e-06
1.0164e+01 1.3347e-03 7.7490e-06
1.0186e+01 1.3413e-03 7.7885e-06
1.0209e+01 1.3397e-03 7.8850e-06
1.0232e+01 1.2803e-03 7.7735e-06
1.0254e+01 1.1637e-03 7.6239e-06
1.0276e+01 1.0414e-03 7.4115e-06
1.0299e+01 8.9484e-04 7.1009e-06
1.0320e+01 6.5590e-04 6.4307e-06
1.0342e+01 4.6698e-04 6.1364e-06
1.0364e+01 3.6292e-04 5.8239e-06
1.0386e+01 3.6775e-04 6.0015e-06
1.0408e+01 4.1168e-04 6.2585e-06
1.0430e+01 4.9714e-04 6.5683e-06
1.0452e+01 5.4019e-04 6.9166e-06
1.0472e+01 5.8238e-04 7.0630e-06
1.0494e+01 6.1874e-04 7.1966e-06
1.0515e+01 6.4431e-04 7.4163e-06
1.0537e+01 6.8509e-04 7.5819e-06
1.0558e+01 7.0259e-04 7.8399e-06
1.0580e+01 7.5657e-04 7.9097e-06
1.0601e+01 7.6229e-04 8.0826e-06
1.0621e+01 7.6151e-04 8.0184e-06
1.0643e+01 7.4384e-04 8.4544e-06
1.0664e+01 6.4972e-04 7.9907e-06
1.0685e+01 5.2275e-04 7.9490e-06
1.0706e+01 3.9710e-04 7.6202e-06
1.0727e+01 3.6640e-04 7.7141e-06
1.0748e+01 3.4047e-04 7.5050e-06
1.0768e+01 4.2605e-04 8.0612e-06
1.0788e+01 4.9572e-04 8.3843e-06
1.0809e+01 5.8942e-04 9.0617e-06
1.0830e+01 6.3432e-04 9.1703e-06
1.0850e+01 6.7821e-04 9.5471e-06
1.0871e+01 7.3399e-04 9.8009e-06
1.0891e+01 7.5513e-04 9.7320e-06
1.0912e+01 7.5464e-04 1.0068e-05
1.0931e+01 8.2482e-04 9.7321e-06
1.0952e+01 7.7707e-04 1.0492e-05
1.0972e+01 7.4261e-04 1.0828e-05
1.0992e+01 7.2570e-04 1.0609e-05
1.1012e+01 7.4475e-04 1.1141e-05
1.1032e+01 8.1533e-04 1.0852e-05
1.1052e+01 9.3732e-04 1.2109e-05
1.1072e+01 1.0477e-03 1.2120e-05
1.1091e+01 1.0511e-03 1.2679e-05
1.1111e+01 1.0764e-03 1.2934e-05
1.1131e+01 1.0810e-03 1.3494e-05
1.1151e+01 1.0922e-03 1.3459e-05
1.1171e+01 1.0574e-03 1.3973e-05
1.1191e+01 1.0197e-03 1.3394e-05
1.1210e+01 9.1018e-04 1.4142e-05
1.1230e+01 8.7426e-04 1.3582e-05
1.1248e+01 8.3703e-04 1.3797e-05
1.1268e+01 9.1496e-04 1.4185e-05
1.1287e+01 1.0189e-03 1.5218e-05
1.1307e+01 1.0646e-03 1.5249e-05
1.1326e+01 1.0874e-03 1.5763e-05
1.1345e+01 1.0782e-03 1.5602e-05
1.1365e+01 1.0622e-03 1.5923e-05
1.1384e+01 1.1324e-03 1.5876e-05
1.1402e+01 1.1223e-03 1.5888e-05
1.1421e+01 1.1474e-03 1.5912e-05
1.1440e+01 1.0215e-03 1.6269e-05
1.1459e+01 9.6254e-04 1.5210e-05
1.1478e+01 9.1747e-04 1.6200e-05
1.1497e+01 8.6605e-04 1.5653e-05
1.1516e+01 8.8723e-04 1.6389e-05
