# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
4.4600e+00 3.0046e-04 8.3349e-06
4.4688e+00 2.9363e-04 8.1473e-06
4.4777e+00 2.6760e-04 8.2287e-06
4.4865e+00 2.5774e-04 8.5349e-06
4.4953e+00 2.4510e-04 8.0826e-06
4.5041e+00 2.2112e-04 7.8007e-06
4.5129e+00 2.1786e-04 8.0575e-06
4.5216e+00 1.9758e-04 7.7501e-06
4.5304e+00 1.7648e-04 7.6796e-06
4.5391e+00 1.6991e-04 7.6727e-06
4.5478e+00 1.7103e-04 7.8058e-06
4.5565e+00 1.5914e-04 7.8147e-06
4.5652e+00 1.4979e-04 7.8411e-06
4.5738e+00 1.5303e-04 7.6951e-06
4.5824e+00 1.6169e-04 8.1017e-06
4.5911e+00 1.5376e-04 8.0543e-06
4.5997e+00 1.5712e-04 8.2197e-06
4.6082e+00 1.8869e-04 8.2900e-06
4.6168e+00 1.6643e-04 8.2405e-06
4.6253e+00 1.6409e-04 8.3729e-06
4.6339e+00 1.8485e-04 8.5150e-06
4.6424e+00 1.9966e-04 8.8365e-06
4.6509e+00 2.0869e-04 8.9926e-06
4.6594e+00 2.4995e-04 8.7872e-06
4.6678e+00 2.9757e-04 9.3727e-06
4.6763e+00 2.7467e-04 9.2089e-06
4.6847e+00 2.4701e-04 8.9649e-06
4.6931e+00 2.5660e-04 9.0335e-06
4.7015e+00 2.4194e-04 9.1921e-06
4.7099e+00 2.0496e-04 8.7928e-06
4.7183e+00 2.0469e-04 8.8066e-06
4.7266e+00 2.1080e-04 8.8398e-06
4.7349e+00 1.8027e-04 8.8109e-06
4.7433e+00 1.9631e-04 9.2206e-06
4.7516e+00 2.0893e-04 9.4076e-06
4.7598e+00 2.0166e-04 9.1765e-06
4.7681e+00 2.0608e-04 9.0982e-06
4.7764e+00 1.9006e-04 9.2926e-06
4.7846e+00 1.8635e-04 9.1866e-06
4.7928e+00 1.9935e-04 9.3573e-06
4.8010e+00 2.1139e-04 9.6616e-06
4.8092e+00 2.0122e-04 9.6246e-06
4.8174e+00 1.9643e-04 9.6340e-06
4.8256e+00 2.2078e-04 9.7330e-06
4.8337e+00 2.2523e-04 1.0037e-05
4.8418e+00 2.0845e-04 9.8454e-06
4.8500e+00 2.2437e-04 1.0168e-05
4.8581e+00 2.4032e-04 1.0214e-05
4.8662e+00 2.4753e-04 1.0311e-05
4.8742e+00 2.5124e-04 1.0328e-05
4.8823e+00 2.5767e-04 1.0362e-05
4.8903e+00 2.7236e-04 1.0834e-05
4.8984e+00 2.5027e-04 1.0564e-05
4.9064e+00 2.4432e-04 1.0291e-05
4.9144e+00 3.0183e-04 1.0369e-05
4.9224e+00 2.9961e-04 1.0506e-05
4.9303e+00 2.8149e-04 1.0784e-05
4.9383e+00 2.3931e-04 1.0495e-05
4.9462e+00 2.5699e-04 1.0499e-05
4.9542e+00 2.3007e-04 1.0452e-05
4.9621e+00 2.4371e-04 1.0580e-05
4.9700e+00 3.0101e-04 1.1243e-05
4.9779e+00 3.1691e-04 1.1100e-05
4.9858e+00 3.5181e-04 1.1228e-05
4.9936e+00 3.5156e-04 1.1407e-05
5.0015e+00 3.4708e-04 1.1559e-05
5.0093e+00 3.4941e-04 1.1674e-05
5.0171e+00 2.6984e-04 1.1427e-05
5.0249e+00 2.2991e-04 1.1085e-05
5.0327e+00 2.9064e-04 1.1952e-05
5.0405e+00 3.5397e-04 1.2353e-05
5.0483e+00 3.5869e-04 1.1764e-05
5.0560e+00 3.9590e-04 1.2387e-05
5.0638e+00 3.7071e-04 1.2807e-05
5.0715e+00 3.7444e-04 1.2535e-05
5.0792e+00 3.1931e-04 1.2688e-05
5.0869e+00 2.8823e-04 1.2157e-05
5.0946e+00 3.5674e-04 1.2741e-05
5.1023e+00 3.5262e-04 1.2700e-05
5.1100e+00 2.9621e-04 1.2550e-05
5.1176e+00 3.0371e-04 1.2375e-05
5.1252e+00 3.5535e-04 1.3473e-05
5.1329e+00 3.0935e-04 1.3201e-05
5.1405e+00 2.5068e-04 1.2983e-05
5.1481e+00 2.1115e-04 1.2638e-05
5.1557e+00 2.3802e-04 1.2583e-05
5.1633e+00 2.5913e-04 1.3101e-05
5.1708e+00 2.6987e-04 1.3155e-05
5.1784e+00 2.9035e-04 1.3136e-05
5.1859e+00 3.3702e-04 1.3906e-05
5.2270e+00 2.8482e-04 8.5463e-07
5.2890e+00 2.6991e-04 8.2514e-07
5.3498e+00 2.5193e-04 8.0111e-07
5.4093e+00 2.1399e-04 7.5207e-07
5.4677e+00 1.8306e-04 7.3659e-07
5.5252e+00 1.7138e-04 7.4060e-07
5.5818e+00 1.5114e-04 7.1465e-07
5.6374e+00 1.4264e-04 7.0352e-07
5.6922e+00 1.3239e-04 6.9968e-07
5.7462e+00 1.2558e-04 6.6824e-07
5.7993e+00 1.2469e-04 7.5499e-07
5.8517e+00 1.1711e-04 7.1535e-07
5.9033e+00 1.1588e-04 7.2049e-07
5.9542e+00 1.1984e-04 7.0909e-07
6.0043e+00 1.2948e-04 7.7085e-07
6.0537e+00 1.3418e-04 6.9827e-07
6.1024e+00 1.3520e-04 7.9253e-07
6.1506e+00 1.4835e-04 8.0568e-07
6.1981e+00 1.6938e-04 8.4338e-07
6.2449e+00 1.9501e-04 8.5920e-07
6.2913e+00 2.1445e-04 9.2397e-07
6.3370e+00 1.8804e-04 9.3167e-07
6.3822e+00 1.5360e-04 8.4106e-07
6.4268e+00 1.1725e-04 7.6373e-07
6.5580e+00 9.2338e-05 7.6241e-07
6.6009e+00 9.6216e-05 7.7350e-07
6.6433e+00 1.0527e-04 8.2675e-07
6.6853e+00 1.1747e-04 8.4433e-07
6.7271e+00 1.3038e-04 8.7772e-07
6.7684e+00 1.2589e-04 9.1914e-07
6.8095e+00 1.3023e-04 8.7896e-07
6.8501e+00 1.3096e-04 8.7228e-07
6.8905e+00 1.4726e-04 9.5404e-07
6.9305e+00 1.5603e-04 9.8016e-07
6.9702e+00 1.5778e-04 1.0537e-06
7.0095e+00 1.4491e-04 1.1401e-06
7.0485e+00 1.4005e-04 1.1277e-06
7.0873e+00 1.3665e-04 1.0263e-06
7.1257e+00 1.3447e-04 1.0618e-06
7.1639e+00 1.2472e-04 9.7072e-07
7.2018e+00 1.1587e-04 9.8317e-07
7.2393e+00 1.0693e-04 9.5287e-07
7.2765e+00 9.8949e-05 9.5116e-07
7.3135e+00 9.2568e-05 9.4231e-07
7.3501e+00 8.7856e-05 9.4866e-07
7.3865e+00 8.3627e-05 9.5371e-07
7.4227e+00 8.3167e-05 9.5968e-07
7.4586e+00 8.8391e-05 9.7797e-07
7.4941e+00 9.5164e-05 9.9647e-07
7.5295e+00 1.0421e-04 1.0263e-06
7.5646e+00 1.1217e-04 1.0603e-06
7.5994e+00 1.1480e-04 1.0547e-06
7.6340e+00 1.1076e-04 1.0156e-06
7.6684e+00 8.5726e-05 1.0190e-06
7.7025e+00 7.4096e-05 1.0069e-06
7.7363e+00 7.4754e-05 1.0072e-06
7.7700e+00 8.6180e-05 1.0374e-06
7.8034e+00 9.1743e-05 1.0597e-06
7.8367e+00 1.0062e-04 1.0867e-06
7.8696e+00 1.0302e-04 1.0911e-06
7.9025e+00 1.0472e-04 1.1184e-06
7.9350e+00 1.1077e-04 1.1319e-06
7.9674e+00 1.1648e-04 1.1773e-06
7.9996e+00 1.1921e-04 1.1873e-06
8.0316e+00 1.2103e-04 1.1959e-06
8.0634e+00 1.2074e-04 1.2066e-06
8.0950e+00 1.2880e-04 1.2619e-06
8.1264e+00 1.2995e-04 1.2969e-06
8.1577e+00 1.2981e-04 1.4363e-06
8.1887e+00 1.3252e-04 1.3410e-06
8.2197e+00 1.4306e-04 1.4522e-06
8.2505e+00 1.5567e-04 1.4401e-06
8.2810e+00 1.6519e-04 1.3754e-06
8.3115e+00 1.6899e-04 1.4648e-06
8.3418e+00 1.7271e-04 1.4978e-06
8.3719e+00 1.8074e-04 1.5193e-06
8.4020e+00 1.8970e-04 1.5375e-06
8.4319e+00 2.0108e-04 1.5396e-06
8.4616e+00 2.0432e-04 1.5596e-06
8.4912e+00 2.0938e-04 1.5715e-06
8.5207e+00 2.1257e-04 1.6085e-06
8.5500e+00 2.2529e-04 1.6292e-06
8.5792e+00 2.3292e-04 1.6746e-06
8.6083e+00 2.3510e-04 1.6820e-06
8.6372e+00 2.4826e-04 1.7395e-06
8.6660e+00 2.6148e-04 1.7669e-06
8.6946e+00 2.7244e-04 1.8178e-06
8.7232e+00 2.8192e-04 1.8511e-06
8.7516e+00 2.8214e-04 1.8658e-06
8.7799e+00 2.8160e-04 1.8010e-06
8.8081e+00 2.8589e-04 1.8992e-06
8.8361e+00 3.0096e-04 1.8776e-06
8.8640e+00 2.9429e-04 1.9890e-06
8.8918e+00 3.1299e-04 1.9871e-06
8.9195e+00 3.2112e-04 2.0230e-06
8.9470e+00 3.0486e-04 2.0171e-06
8.9744e+00 3.1224e-04 2.0516e-06
9.0017e+00 3.1490e-04 2.0754e-06
9.0289e+00 3.3305e-04 2.1415e-06
9.0559e+00 3.3491e-04 2.1377e-06
9.0828e+00 3.2750e-04 2.1829e-06
9.1097e+00 3.3713e-04 2.0192e-06
9.1364e+00 3.4077e-04 2.2119e-06
9.1630e+00 3.3184e-04 2.2063e-06
9.1894e+00 3.5264e-04 2.2485e-06
9.2158e+00 3.6146e-04 2.3081e-06
9.2420e+00 3.7746e-04 2.3371e-06
9.2682e+00 3.7366e-04 2.3293e-06
9.2942e+00 3.6062e-04 2.3446e-06
9.3201e+00 3.6982e-04 2.3253e-06
9.3459e+00 3.6550e-04 2.3950e-06
9.3716e+00 3.7083e-04 2.3849e-06
9.3972e+00 3.7041e-04 2.4229e-06
9.4226e+00 3.7450e-04 2.4248e-06
9.4480e+00 3.7079e-04 2.4834e-06
9.4733e+00 3.7328e-04 2.4645e-06
9.4984e+00 3.7333e-04 2.5296e-06
9.5235e+00 3.8746e-04 2.5740e-06
9.5484e+00 4.0171e-04 2.5959e-06
9.5733e+00 4.0975e-04 2.5976e-06
9.5981e+00 4.1128e-04 2.6457e-06
9.6227e+00 4.1018e-04 2.6424e-06
9.6473e+00 3.8291e-04 2.6292e-06
9.6717e+00 3.7467e-04 2.6468e-06
9.6960e+00 3.7834e-04 2.6915e-06
9.7203e+00 3.9893e-04 2.7178e-06
9.7444e+00 4.1217e-04 2.7736e-06
9.7685e+00 4.2460e-04 2.7957e-06
9.7925e+00 4.2452e-04 2.8331e-06
9.8164e+00 4.2172e-04 2.8375e-06
9.8402e+00 4.0357e-04 2.8161e-06
