# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
4.9196e+00 1.6409e-04 5.9230e-06
4.9275e+00 1.4755e-04 5.6905e-06
4.9355e+00 1.2561e-04 5.4373e-06
4.9434e+00 1.1815e-04 5.4836e-06
4.9513e+00 9.3248e-05 5.5192e-06
4.9592e+00 1.0911e-04 5.7451e-06
4.9671e+00 1.4384e-04 5.8070e-06
4.9749e+00 1.4509e-04 5.8041e-06
4.9828e+00 1.5260e-04 5.8707e-06
4.9906e+00 1.5750e-04 5.9454e-06
4.9985e+00 1.4283e-04 5.9205e-06
5.0063e+00 1.1900e-04 5.8834e-06
5.0141e+00 7.5557e-05 5.5113e-06
5.0219e+00 6.4190e-05 5.5442e-06
5.0297e+00 1.0024e-04 5.9046e-06
5.0374e+00 1.1991e-04 6.0099e-06
5.0452e+00 1.4689e-04 6.2459e-06
5.0529e+00 1.5516e-04 6.5124e-06
5.0606e+00 1.5921e-04 6.6634e-06
5.0683e+00 1.3996e-04 6.4671e-06
5.0760e+00 8.7993e-05 6.1323e-06
5.0837e+00 7.6316e-05 6.1937e-06
5.0914e+00 1.1999e-04 6.5727e-06
5.0991e+00 1.2424e-04 6.9700e-06
5.1067e+00 1.0083e-04 6.3946e-06
5.1143e+00 1.1969e-04 6.3614e-06
5.1220e+00 1.2953e-04 6.7508e-06
5.1296e+00 8.9438e-05 6.4844e-06
5.1372e+00 4.3515e-05 6.4794e-06
5.1447e+00 3.8016e-05 6.6965e-06
5.1523e+00 8.4038e-05 6.7617e-06
5.1599e+00 1.0244e-04 6.7894e-06
5.1674e+00 1.1014e-04 6.6441e-06
5.1749e+00 1.1988e-04 6.7948e-06
5.1825e+00 1.3058e-04 7.2048e-06
5.1900e+00 8.8207e-05 7.1373e-06
5.2152e+00 8.8741e-05 2.6767e-07
5.2774e+00 7.7212e-05 2.6819e-07
5.3382e+00 6.8897e-05 2.5896e-07
5.3979e+00 5.6422e-05 2.4260e-07
5.4565e+00 4.3459e-05 2.3917e-07
5.5141e+00 3.6376e-05 2.4550e-07
5.5708e+00 2.8932e-05 2.2921e-07
5.6266e+00 2.5063e-05 2.2922e-07
5.6815e+00 2.1450e-05 2.2742e-07
5.7356e+00 1.9378e-05 2.2696e-07
5.7889e+00 1.9793e-05 2.3730e-07
5.8414e+00 1.8772e-05 2.4433e-07
5.8931e+00 1.6538e-05 2.4618e-07
5.9440e+00 1.7176e-05 2.3824e-07
5.9943e+00 1.9022e-05 2.6278e-07
6.0439e+00 2.0137e-05 2.5338e-07
6.0927e+00 1.9836e-05 2.7069e-07
6.1410e+00 2.1665e-05 2.6818e-07
6.1886e+00 2.7795e-05 2.7671e-07
6.2355e+00 3.7392e-05 2.9015e-07
6.2820e+00 4.4682e-05 3.1558e-07
6.3278e+00 4.1226e-05 3.0466e-07
6.3731e+00 2.9125e-05 2.9133e-07
6.4179e+00 2.0950e-05 2.8434e-07
6.5493e+00 2.1063e-05 3.0540e-07
6.5923e+00 2.2609e-05 3.0801e-07
6.6349e+00 2.5623e-05 3.2674e-07
6.6770e+00 2.8625e-05 3.2908e-07
6.7188e+00 3.1994e-05 3.3971e-07
6.7603e+00 3.2214e-05 3.3771e-07
6.8014e+00 3.3543e-05 3.3081e-07
6.8421e+00 3.2644e-05 3.3447e-07
6.8826e+00 3.6216e-05 3.6237e-07
6.9227e+00 4.0692e-05 3.7370e-07
6.9625e+00 4.1729e-05 3.7223e-07
7.0020e+00 3.7800e-05 3.4410e-07
7.0411e+00 4.0150e-05 3.5908e-07
7.0799e+00 4.5130e-05 3.6310e-07
7.1184e+00 4.3206e-05 3.9122e-07
7.1566e+00 3.9422e-05 3.9992e-07
7.1945e+00 3.7033e-05 4.0441e-07
7.2322e+00 3.5889e-05 3.9602e-07
7.2695e+00 2.9981e-05 3.9156e-07
7.3066e+00 2.9881e-05 4.0672e-07
7.3433e+00 2.5812e-05 4.0294e-07
7.3798e+00 2.5593e-05 4.1996e-07
7.4160e+00 2.4727e-05 4.1518e-07
7.4520e+00 2.6741e-05 4.1896e-07
7.4877e+00 2.6124e-05 4.2563e-07
7.5231e+00 3.0582e-05 4.0946e-07
7.5583e+00 3.4759e-05 4.0888e-07
7.5933e+00 3.7386e-05 4.0007e-07
7.6279e+00 3.6396e-05 3.9536e-07
7.6623e+00 3.0917e-05 4.0983e-07
7.6965e+00 2.3916e-05 3.9230e-07
7.7305e+00 2.6926e-05 4.2630e-07
7.7642e+00 3.0588e-05 4.2560e-07
7.7977e+00 3.0821e-05 4.3047e-07
7.8311e+00 3.3006e-05 4.4342e-07
7.8641e+00 3.3260e-05 4.5001e-07
7.8970e+00 3.2630e-05 4.5039e-07
7.9296e+00 3.4680e-05 4.5565e-07
7.9620e+00 3.7698e-05 4.8065e-07
7.9944e+00 4.0903e-05 4.8991e-07
8.0264e+00 3.9204e-05 4.9616e-07
8.0582e+00 4.1891e-05 5.1213e-07
8.0900e+00 4.6568e-05 5.3108e-07
8.1215e+00 5.3305e-05 5.4743e-07
8.1528e+00 5.4215e-05 5.5889e-07
8.1839e+00 5.6066e-05 5.5533e-07
8.2150e+00 6.3150e-05 5.9502e-07
8.2458e+00 7.1135e-05 5.9749e-07
8.2764e+00 7.1785e-05 6.2742e-07
8.3070e+00 7.0027e-05 6.3947e-07
8.3374e+00 8.1282e-05 6.5200e-07
8.3676e+00 8.2325e-05 6.4966e-07
8.3977e+00 8.8816e-05 6.6284e-07
8.4276e+00 9.7137e-05 6.6835e-07
8.4575e+00 1.0185e-04 6.7943e-07
8.4871e+00 1.0304e-04 6.8989e-07
8.5166e+00 1.0806e-04 6.4315e-07
8.5461e+00 1.1601e-04 7.0328e-07
8.5753e+00 1.2410e-04 7.2736e-07
8.6045e+00 1.1882e-04 7.4582e-07
8.6335e+00 1.2001e-04 7.5456e-07
8.6623e+00 1.2421e-04 7.6741e-07
8.6911e+00 1.2975e-04 7.8689e-07
8.7197e+00 1.3710e-04 7.9240e-07
8.7482e+00 1.3175e-04 7.9735e-07
8.7765e+00 1.2187e-04 7.5793e-07
8.8048e+00 1.2461e-04 8.0185e-07
8.8328e+00 1.3561e-04 7.9181e-07
8.8609e+00 1.4431e-04 8.3126e-07
8.8887e+00 1.4308e-04 8.3678e-07
8.9164e+00 1.2282e-04 8.2541e-07
8.9440e+00 1.1598e-04 7.9771e-07
8.9715e+00 1.1990e-04 8.4675e-07
8.9988e+00 1.2935e-04 8.7616e-07
9.0261e+00 1.3258e-04 8.8145e-07
9.0532e+00 1.3373e-04 8.9528e-07
9.0802e+00 1.3505e-04 8.5000e-07
9.1071e+00 1.3132e-04 8.1659e-07
9.1339e+00 1.2112e-04 8.9233e-07
9.1605e+00 1.1938e-04 9.4124e-07
9.1870e+00 1.2855e-04 9.2403e-07
9.2134e+00 1.2963e-04 9.1781e-07
9.2398e+00 1.3951e-04 9.6568e-07
9.2660e+00 1.3762e-04 9.6472e-07
9.2920e+00 1.2728e-04 9.6561e-07
9.3180e+00 1.1623e-04 9.2722e-07
9.3438e+00 1.1620e-04 9.6167e-07
9.3696e+00 1.2523e-04 9.7262e-07
9.3953e+00 1.3267e-04 1.0077e-06
9.4208e+00 1.5330e-04 1.0394e-06
9.4462e+00 1.4631e-04 9.4425e-07
9.4715e+00 1.3175e-04 8.6819e-07
9.4968e+00 1.2231e-04 9.1987e-07
9.5219e+00 1.2098e-04 9.9446e-07
9.5469e+00 1.2857e-04 1.0618e-06
9.5718e+00 1.4353e-04 1.0547e-06
9.5967e+00 1.5211e-04 1.0883e-06
9.6213e+00 1.5433e-04 1.0990e-06
9.6459e+00 1.4241e-04 1.0792e-06
9.6705e+00 1.2780e-04 1.0738e-06
9.6948e+00 1.1737e-04 1.0938e-06
9.7192e+00 1.3093e-04 1.1522e-06
9.7434e+00 1.5237e-04 1.1391e-06
9.7675e+00 1.6526e-04 1.1222e-06
9.7915e+00 1.7483e-04 1.1562e-06
9.8155e+00 1.7551e-04 1.1533e-06
9.8393e+00 1.5932e-04 1.1577e-06
9.8630e+00 1.4293e-04 1.1853e-06
9.8867e+00 1.3158e-04 1.3300e-06
9.9102e+00 1.3676e-04 1.2014e-06
9.9337e+00 1.6219e-04 1.2460e-06
9.9571e+00 1.8695e-04 1.2637e-06
9.9805e+00 1.9793e-04 1.3011e-06
1.0003e+01 1.9592e-04 1.3336e-06
1.0027e+01 1.9025e-04 1.3325e-06
1.0050e+01 1.6873e-04 1.3161e-06
1.0073e+01 1.4844e-04 1.3165e-06
1.0096e+01 1.5865e-04 1.3434e-06
1.0119e+01 1.7673e-04 1.3848e-06
1.0142e+01 2.0598e-04 1.4584e-06
1.0163e+01 2.2216e-04 1.4750e-06
1.0186e+01 2.2386e-04 1.4696e-06
1.0209e+01 2.2020e-04 1.5076e-06
1.0231e+01 2.0769e-04 1.4660e-06
1.0254e+01 1.8608e-04 1.5021e-06
1.0276e+01 1.6071e-04 1.4894e-06
1.0298e+01 1.2813e-04 1.4585e-06
1.0320e+01 9.5660e-05 1.4141e-06
1.0342e+01 6.3838e-05 1.3754e-06
1.0364e+01 4.7588e-05 1.6270e-06
1.0386e+01 4.8927e-05 1.5362e-06
1.0408e+01 6.4222e-05 1.4653e-06
1.0429e+01 7.9169e-05 1.5615e-06
1.0451e+01 9.0446e-05 1.5820e-06
1.0473e+01 9.6920e-05 1.5912e-06
1.0495e+01 1.0117e-04 1.6485e-06
1.0516e+01 9.9396e-05 1.6924e-06
1.0537e+01 1.0308e-04 1.7011e-06
1.0558e+01 1.1457e-04 1.7333e-06
1.0579e+01 1.1819e-04 1.7126e-06
1.0601e+01 1.2794e-04 1.7778e-06
1.0622e+01 1.2351e-04 1.8177e-06
1.0643e+01 1.1465e-04 1.8109e-06
1.0664e+01 9.3260e-05 1.6759e-06
1.0685e+01 7.3489e-05 1.9062e-06
1.0706e+01 5.9338e-05 1.9600e-06
1.0726e+01 4.4967e-05 1.9213e-06
1.0747e+01 5.6563e-05 1.9490e-06
1.0768e+01 5.9626e-05 1.9843e-06
1.0789e+01 7.2457e-05 2.0322e-06
1.0810e+01 7.6672e-05 2.0846e-06
1.0830e+01 9.5320e-05 2.1437e-06
1.0851e+01 1.0739e-04 2.1866e-06
1.0871e+01 1.1347e-04 2.2238e-06
1.0892e+01 1.2168e-04 2.2655e-06
1.0911e+01 1.2667e-04 2.2059e-06
1.0932e+01 1.3531e-04 2.3233e-06
1.0952e+01 1.3904e-04 2.4878e-06
1.0972e+01 1.2291e-04 2.4864e-06
1.0993e+01 1.2166e-04 2.7534e-06
1.1013e+01 1.3429e-04 2.6275e-06
1.1033e+01 1.4847e-04 2.5377e-06
1.1053e+01 1.5021e-04 2.6841e-06
1.1073e+01 1.6855e-04 2.7736e-06
1.1092e+01 1.7411e-04 2.8444e-06
1.1112e+01 1.7814e-04 2.8100e-06
1.1132e+01 1.8699e-04 2.8951e-06
1.1152e+01 1.8934e-04 2.9658e-06
1.1171e+01 1.6936e-04 2.9931e-06
1.1191e+01 1.5842e-04 3.0261e-06
1.1211e+01 1.3886e-04 3.0954e-06
1.1230e+01 1.2694e-04 3.1614e-06
1.1250e+01 1.3598e-04 3.1637e-06
1.1268e+01 1.4968e-04 3.3048e-06
1.1288e+01 1.7200e-04 3.5089e-06
1.1307e+01 1.7526e-04 3.4560e-06
1.1327e+01 1.8159e-04 3.4578e-06
1.1346e+01 2.3223e-04 3.5502e-06
1.1365e+01 2.2347e-04 3.6125e-06
1.1384e+01 1.8096e-04 3.8681e-06
1.1404e+01 1.7303e-04 3.6675e-06
1.1423e+01 1.7471e-04 3.5108e-06
1.1442e+01 1.6325e-04 3.7213e-06
1.1460e+01 1.5775e-04 3.5786e-06
1.1479e+01 1.4082e-04 3.7361e-06
1.1498e+01 1.3594e-04 3.8292e-06
1.1516e+01 1.4698e-04 3.9392e-06
1.1535e+01 1.4287e-04 3.8097e-06
1.1554e+01 1.4907e-04 4.0323e-06
1.1573e+01 1.6446e-04 4.2570e-06
1.1591e+01 1.8353e-04 4.2423e-06
1.1610e+01 2.0027e-04 4.3444e-06
1.1628e+01 1.7293e-04 4.3973e-06
1.1646e+01 1.8365e-04 4.4859e-06
1.1665e+01 1.8649e-04 4.3116e-06
1.1683e+01 1.8197e-04 4.6533e-06
1.1702e+01 1.5520e-04 4.7462e-06
1.1720e+01 1.3531e-04 4.7404e-06
1.1738e+01 8.6947e-05 4.9320e-06
1.1756e+01 9.9927e-05 4.9470e-06
1.1775e+01 9.9126e-05 5.4081e-06
1.1793e+01 1.1670e-04 5.1606e-06
1.1811e+01 1.2690e-04 5.6917e-06
1.1828e+01 1.4335e-04 5.8267e-06
1.1846e+01 1.4802e-04 6.0029e-06
1.1864e+01 1.3741e-04 6.3577e-06
