# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
3.1136e+00 1.4742e-05 3.5798e-06
3.1264e+00 1.4562e-05 3.5046e-06
3.1391e+00 1.1629e-05 3.6474e-06
3.1518e+00 9.3379e-06 3.5985e-06
3.1644e+00 7.9359e-06 3.6051e-06
3.1770e+00 6.1637e-06 3.6990e-06
3.1896e+00 3.7985e-06 3.7143e-06
3.2021e+00 1.8555e-06 3.8357e-06
3.2145e+00 1.9267e-06 3.6692e-06
3.2269e+00 6.8343e-06 3.7468e-06
3.2392e+00 4.1970e-06 3.7735e-06
3.2516e+00 2.7392e-06 3.8026e-06
3.2638e+00 -3.9447e-06 3.8512e-06
3.2760e+00 9.6841e-06 3.8395e-06
3.2882e+00 8.0920e-06 3.8416e-06
3.3003e+00 -1.8223e-06 3.8823e-06
3.3124e+00 2.6683e-06 4.0338e-06
3.3244e+00 -2.3548e-06 4.3799e-06
3.3364e+00 -2.6433e-07 4.4589e-06
3.3484e+00 6.6044e-07 4.3653e-06
3.3603e+00 -8.5904e-07 4.5191e-06
3.3722e+00 9.0991e-07 4.4909e-06
3.3840e+00 6.4035e-06 4.4814e-06
3.3958e+00 1.2436e-06 4.3570e-06
3.4075e+00 3.5767e-06 4.3819e-06
3.4192e+00 7.9092e-06 4.1784e-06
3.4309e+00 2.1024e-06 4.2033e-06
3.4425e+00 8.3985e-06 4.3025e-06
3.4541e+00 3.9188e-06 4.3905e-06
3.4657e+00 1.0974e-05 4.2931e-06
3.4772e+00 6.4556e-06 4.3558e-06
3.4887e+00 4.0581e-06 4.3753e-06
3.5001e+00 9.7842e-06 4.4144e-06
3.5115e+00 1.6359e-05 4.4407e-06
3.5229e+00 9.1300e-06 4.5785e-06
3.5342e+00 6.3049e-06 4.5928e-06
3.5455e+00 4.9563e-06 4.5377e-06
3.5567e+00 1.6631e-05 4.7441e-06
3.5679e+00 1.8763e-05 4.6524e-06
3.5791e+00 1.1197e-05 4.5821e-06
3.5903e+00 1.0916e-05 4.7608e-06
3.6014e+00 1.5479e-05 4.9116e-06
3.6125e+00 2.4021e-05 4.9847e-06
3.6235e+00 2.5879e-05 4.8538e-06
3.6345e+00 2.1070e-05 4.8624e-06
3.6455e+00 2.0634e-05 4.8657e-06
3.6564e+00 4.1357e-05 4.9250e-06
3.6673e+00 4.4032e-05 5.0276e-06
3.6782e+00 4.4671e-05 5.0932e-06
3.6890e+00 4.6747e-05 5.1003e-06
3.6999e+00 5.5056e-05 5.2560e-06
3.7106e+00 5.1432e-05 5.3209e-06
3.7214e+00 5.1039e-05 5.3520e-06
3.7321e+00 5.5449e-05 5.4508e-06
3.7428e+00 5.5556e-05 5.5031e-06
3.7534e+00 6.9604e-05 5.5492e-06
3.7641e+00 7.5946e-05 5.7231e-06
3.7746e+00 6.1372e-05 5.6576e-06
3.7852e+00 6.6540e-05 5.9806e-06
3.7957e+00 7.4231e-05 5.8995e-06
3.8062e+00 9.9797e-05 5.9608e-06
3.8167e+00 1.1905e-04 6.0476e-06
3.8271e+00 1.5290e-04 6.2032e-06
3.8376e+00 1.2560e-04 6.0920e-06
3.8479e+00 7.6205e-05 5.8136e-06
3.8583e+00 8.6526e-05 6.1071e-06
3.8686e+00 9.4449e-05 6.2030e-06
3.8789e+00 1.0673e-04 6.1122e-06
3.8892e+00 1.2866e-04 6.3590e-06
3.8994e+00 1.3075e-04 6.3959e-06
3.9096e+00 1.2882e-04 6.4778e-06
3.9198e+00 1.3867e-04 6.6015e-06
3.9300e+00 1.5777e-04 6.7785e-06
3.9401e+00 1.8299e-04 6.8286e-06
3.9502e+00 1.7674e-04 6.8231e-06
3.9603e+00 1.9528e-04 6.9813e-06
3.9704e+00 1.9936e-04 7.2833e-06
3.9804e+00 1.8651e-04 7.1146e-06
3.9904e+00 2.1853e-04 7.3138e-06
4.0003e+00 2.2198e-04 7.3109e-06
4.0103e+00 2.1088e-04 7.4643e-06
4.0202e+00 2.3469e-04 7.5163e-06
4.0301e+00 2.4824e-04 7.7924e-06
4.0400e+00 2.3392e-04 7.7800e-06
4.0498e+00 2.3818e-04 7.7322e-06
4.0597e+00 2.6703e-04 7.8101e-06
4.0694e+00 2.9081e-04 7.9262e-06
4.0792e+00 2.9896e-04 8.1410e-06
4.0890e+00 3.1853e-04 8.2950e-06
4.0987e+00 3.1521e-04 8.4650e-06
4.1084e+00 3.1773e-04 8.4877e-06
4.1181e+00 3.1010e-04 8.3667e-06
4.1277e+00 3.5628e-04 8.5296e-06
4.1373e+00 3.7649e-04 8.7616e-06
4.1469e+00 3.3967e-04 8.6742e-06
4.1565e+00 3.4020e-04 8.6124e-06
4.1661e+00 3.8522e-04 8.9742e-06
4.1756e+00 4.2675e-04 9.2233e-06
4.1851e+00 3.8045e-04 8.8585e-06
4.1946e+00 3.3753e-04 8.7098e-06
4.2041e+00 3.5755e-04 9.0951e-06
4.2135e+00 3.3235e-04 9.1772e-06
4.2229e+00 2.8699e-04 8.8867e-06
4.2323e+00 2.6410e-04 8.7789e-06
4.2417e+00 3.4488e-04 9.0687e-06
4.2511e+00 3.6663e-04 9.1446e-06
4.2604e+00 3.4534e-04 9.1260e-06
4.2697e+00 3.2848e-04 9.2148e-06
4.2790e+00 3.4432e-04 9.2540e-06
4.2883e+00 3.8460e-04 9.5557e-06
4.2975e+00 3.7769e-04 9.4795e-06
4.3068e+00 3.4777e-04 9.3167e-06
4.3160e+00 3.6480e-04 9.2125e-06
4.3252e+00 4.3341e-04 9.8580e-06
4.3343e+00 4.3968e-04 9.8489e-06
4.3435e+00 4.1534e-04 9.7706e-06
4.3526e+00 4.1230e-04 9.8641e-06
4.3617e+00 4.5273e-04 1.0275e-05
4.3708e+00 4.8062e-04 1.0311e-05
4.3799e+00 4.8507e-04 1.0412e-05
4.3889e+00 4.3062e-04 1.0279e-05
4.3979e+00 4.1475e-04 1.0319e-05
4.4069e+00 4.9560e-04 1.0586e-05
4.4159e+00 5.5310e-04 1.1005e-05
4.4249e+00 4.7304e-04 1.0731e-05
4.4338e+00 4.0320e-04 1.0425e-05
4.4428e+00 4.2044e-04 1.0373e-05
4.4517e+00 4.3522e-04 1.0564e-05
4.4605e+00 4.1770e-04 1.0580e-05
4.4694e+00 4.0507e-04 1.0418e-05
4.4783e+00 3.9861e-04 1.0526e-05
4.4871e+00 4.0648e-04 1.1044e-05
4.4959e+00 3.8671e-04 1.0616e-05
4.5047e+00 3.6827e-04 1.0520e-05
4.5135e+00 3.5347e-04 1.0830e-05
4.5223e+00 3.0117e-04 1.0449e-05
4.5310e+00 2.8373e-04 1.0285e-05
4.5397e+00 2.6180e-04 1.0188e-05
4.5484e+00 2.7263e-04 1.0284e-05
4.5571e+00 2.7285e-04 1.0400e-05
4.5658e+00 2.6412e-04 1.0343e-05
4.5744e+00 2.4576e-04 1.0270e-05
4.5831e+00 2.3390e-04 1.0297e-05
4.5917e+00 2.6740e-04 1.0658e-05
4.6003e+00 2.6631e-04 1.0555e-05
4.6089e+00 2.5754e-04 1.0668e-05
4.6174e+00 2.3822e-04 1.0651e-05
4.6260e+00 2.5091e-04 1.0759e-05
4.6345e+00 2.7726e-04 1.1180e-05
4.6430e+00 3.1569e-04 1.1460e-05
4.6515e+00 3.3623e-04 1.1734e-05
4.6600e+00 3.6033e-04 1.1462e-05
4.6685e+00 4.0370e-04 1.1738e-05
4.6769e+00 3.1868e-04 1.1317e-05
4.6853e+00 3.0984e-04 1.1344e-05
4.6938e+00 3.5377e-04 1.1662e-05
4.7022e+00 3.3318e-04 1.1554e-05
4.7105e+00 2.8599e-04 1.1414e-05
4.7189e+00 2.8149e-04 1.1662e-05
4.7273e+00 2.5480e-04 1.1443e-05
4.7356e+00 2.6843e-04 1.1503e-05
4.7439e+00 3.1856e-04 1.2123e-05
4.7522e+00 3.0085e-04 1.2033e-05
4.7605e+00 3.1174e-04 1.2318e-05
4.7688e+00 3.0058e-04 1.2246e-05
4.7770e+00 2.7623e-04 1.2026e-05
4.7853e+00 2.4805e-04 1.1905e-05
4.7935e+00 2.8451e-04 1.2018e-05
4.8017e+00 3.4953e-04 1.2656e-05
4.8099e+00 3.4566e-04 1.2875e-05
4.8181e+00 3.5255e-04 1.2794e-05
4.8262e+00 3.6545e-04 1.2821e-05
4.8344e+00 3.7350e-04 1.3064e-05
4.8425e+00 3.1488e-04 1.2844e-05
4.8506e+00 3.2528e-04 1.3107e-05
4.8587e+00 4.1189e-04 1.3640e-05
4.8668e+00 4.3836e-04 1.3726e-05
4.8749e+00 4.4865e-04 1.3682e-05
4.8830e+00 4.2992e-04 1.3595e-05
4.8910e+00 3.6373e-04 1.3620e-05
4.8991e+00 3.1452e-04 1.3565e-05
4.9071e+00 3.7150e-04 1.3668e-05
4.9151e+00 4.6082e-04 1.3956e-05
4.9231e+00 4.8941e-04 1.4322e-05
4.9310e+00 4.4442e-04 1.4323e-05
4.9390e+00 3.5313e-04 1.3815e-05
4.9469e+00 3.2976e-04 1.3605e-05
4.9549e+00 2.6535e-04 1.3359e-05
4.9628e+00 3.0253e-04 1.3802e-05
4.9707e+00 4.1744e-04 1.4327e-05
4.9786e+00 4.2504e-04 1.4431e-05
4.9865e+00 4.6825e-04 1.5028e-05
4.9943e+00 4.7952e-04 1.5086e-05
5.0022e+00 4.5173e-04 1.4751e-05
5.0100e+00 4.1581e-04 1.4777e-05
5.0178e+00 2.5620e-04 1.4243e-05
5.0257e+00 2.0564e-04 1.4324e-05
5.0335e+00 3.0599e-04 1.5018e-05
5.0412e+00 4.5909e-04 1.5911e-05
5.0490e+00 4.9475e-04 1.5613e-05
5.0568e+00 5.1861e-04 1.5997e-05
5.0645e+00 5.3073e-04 1.6469e-05
5.0722e+00 5.0701e-04 1.6501e-05
5.0800e+00 3.5197e-04 1.6938e-05
5.0877e+00 3.0494e-04 1.5936e-05
5.0954e+00 3.6423e-04 1.5938e-05
5.1030e+00 3.7302e-04 1.5913e-05
5.1107e+00 3.3411e-04 1.5715e-05
5.1184e+00 3.7475e-04 1.6136e-05
5.1260e+00 4.0051e-04 1.6877e-05
5.1336e+00 3.3137e-04 1.6446e-05
5.1412e+00 1.9425e-04 1.5831e-05
5.1488e+00 1.7349e-04 1.5418e-05
5.1564e+00 2.5675e-04 1.5772e-05
5.1640e+00 3.3329e-04 1.6823e-05
5.1716e+00 3.5713e-04 1.7522e-05
5.1791e+00 3.5713e-04 1.7356e-05
5.1867e+00 3.8442e-04 1.7966e-05
5.2066e+00 2.8827e-04 8.6380e-07
5.2689e+00 2.5527e-04 8.1506e-07
5.3299e+00 2.3692e-04 7.8435e-07
5.3897e+00 1.9280e-04 7.3278e-07
5.4485e+00 1.4849e-04 6.9238e-07
5.5062e+00 1.2008e-04 6.6539e-07
5.5630e+00 9.3237e-05 6.2068e-07
5.6188e+00 7.5415e-05 5.9864e-07
5.6739e+00 6.1851e-05 5.6450e-07
5.7281e+00 5.4675e-05 5.2373e-07
5.7814e+00 5.5562e-05 5.5535e-07
5.8340e+00 4.8880e-05 5.7191e-07
5.8859e+00 3.9981e-05 5.5899e-07
5.9370e+00 4.1808e-05 5.4036e-07
5.9873e+00 5.0612e-05 6.1060e-07
6.0371e+00 5.0516e-05 5.6684e-07
6.0860e+00 5.2044e-05 6.3433e-07
6.1343e+00 5.8623e-05 6.4722e-07
6.1821e+00 8.6162e-05 7.1942e-07
6.2291e+00 1.2483e-04 7.7766e-07
6.2756e+00 1.5745e-04 8.5085e-07
6.3216e+00 1.2817e-04 7.9263e-07
6.3669e+00 8.0913e-05 7.2620e-07
6.4118e+00 5.1668e-05 6.5978e-07
6.5435e+00 4.3228e-05 6.7844e-07
6.5866e+00 4.6236e-05 6.9285e-07
6.6292e+00 5.4149e-05 7.2966e-07
6.6715e+00 6.7627e-05 7.6217e-07
6.7133e+00 9.0620e-05 8.2705e-07
6.7549e+00 9.5107e-05 8.6497e-07
6.7961e+00 9.9414e-05 8.2169e-07
6.8369e+00 9.9773e-05 8.3002e-07
6.8775e+00 1.2382e-04 9.2674e-07
6.9177e+00 1.4449e-04 9.6479e-07
6.9575e+00 1.4669e-04 9.9009e-07
6.9971e+00 1.3744e-04 9.7684e-07
7.0363e+00 1.4723e-04 1.0139e-06
7.0752e+00 1.6315e-04 1.0549e-06
7.1139e+00 1.6619e-04 1.0759e-06
7.1522e+00 1.4665e-04 1.0297e-06
7.1901e+00 1.3556e-04 1.0449e-06
7.2278e+00 1.2723e-04 1.0275e-06
7.2653e+00 1.1361e-04 1.0281e-06
7.3023e+00 8.8659e-05 1.0440e-06
7.3392e+00 7.4383e-05 1.0780e-06
7.3758e+00 6.1553e-05 9.7286e-07
7.4121e+00 6.2530e-05 9.6290e-07
7.4481e+00 6.2263e-05 9.7929e-07
7.4839e+00 7.1731e-05 1.0050e-06
7.5194e+00 8.6798e-05 1.0440e-06
7.5546e+00 1.0640e-04 1.0989e-06
7.5897e+00 1.1567e-04 1.1162e-06
7.6243e+00 1.0943e-04 1.0722e-06
7.6589e+00 7.0072e-05 1.0818e-06
7.6931e+00 5.4181e-05 1.0640e-06
7.7272e+00 5.6533e-05 1.0428e-06
7.7610e+00 7.5445e-05 1.0940e-06
7.7946e+00 8.8702e-05 1.1091e-06
7.8280e+00 9.3668e-05 1.1288e-06
7.8610e+00 9.2308e-05 1.1295e-06
7.8940e+00 8.6116e-05 1.1291e-06
7.9267e+00 1.0214e-04 1.1538e-06
7.9593e+00 1.2164e-04 1.2346e-06
7.9916e+00 1.2560e-04 1.2386e-06
8.0237e+00 1.3218e-04 1.2580e-06
8.0557e+00 1.4449e-04 1.2986e-06
8.0874e+00 1.7078e-04 1.3876e-06
8.1190e+00 2.0448e-04 1.4550e-06
8.1504e+00 2.1585e-04 1.5041e-06
8.1816e+00 2.2535e-04 1.5188e-06
8.2126e+00 2.4820e-04 1.6255e-06
8.2435e+00 2.8569e-04 1.6869e-06
8.2743e+00 3.1555e-04 1.6463e-06
8.3049e+00 3.3881e-04 1.8165e-06
8.3353e+00 3.5620e-04 1.8324e-06
8.3656e+00 3.7661e-04 1.8716e-06
8.3958e+00 4.0063e-04 2.0114e-06
8.4258e+00 4.5237e-04 2.0810e-06
8.4557e+00 4.5944e-04 2.0371e-06
8.4854e+00 4.6383e-04 2.0372e-06
8.5150e+00 4.8010e-04 2.0767e-06
8.5445e+00 5.2224e-04 2.1376e-06
8.5738e+00 5.5632e-04 2.2055e-06
8.6030e+00 5.4531e-04 2.2287e-06
8.6321e+00 5.4392e-04 2.2692e-06
8.6610e+00 5.8558e-04 2.3138e-06
8.6898e+00 6.2448e-04 2.4048e-06
8.7185e+00 6.3712e-04 2.4156e-06
8.7470e+00 6.0941e-04 2.4152e-06
8.7754e+00 5.7878e-04 2.2722e-06
8.8037e+00 5.8136e-04 2.4187e-06
8.8318e+00 6.4357e-04 2.4505e-06
8.8599e+00 6.5999e-04 2.5699e-06
8.8878e+00 6.4234e-04 2.5311e-06
8.9156e+00 5.9525e-04 2.4760e-06
8.9433e+00 5.7009e-04 2.4560e-06
8.9708e+00 5.7929e-04 2.5505e-06
8.9982e+00 6.0665e-04 2.7768e-06
9.0255e+00 6.0792e-04 2.5985e-06
9.0527e+00 6.0559e-04 2.5880e-06
9.0798e+00 6.0096e-04 2.6278e-06
9.1067e+00 5.9471e-04 2.4286e-06
9.1335e+00 5.8948e-04 2.6541e-06
9.1602e+00 5.7465e-04 2.6205e-06
9.1868e+00 5.8454e-04 2.6666e-06
9.2132e+00 6.1484e-04 2.7408e-06
9.2396e+00 6.4525e-04 2.7758e-06
9.2659e+00 6.4400e-04 2.7814e-06
9.2921e+00 5.7887e-04 2.8776e-06
9.3181e+00 5.3688e-04 3.0617e-06
9.3440e+00 5.4215e-04 2.7188e-06
9.3698e+00 5.9262e-04 2.7774e-06
9.3955e+00 6.4092e-04 2.8893e-06
9.4210e+00 6.8126e-04 2.9269e-06
9.4465e+00 6.5393e-04 2.9416e-06
9.4720e+00 5.9443e-04 2.8394e-06
9.4972e+00 5.5533e-04 2.8277e-06
9.5224e+00 5.5718e-04 2.8550e-06
9.5474e+00 5.8935e-04 2.9653e-06
9.5724e+00 6.7494e-04 3.0381e-06
9.5972e+00 7.3042e-04 3.1628e-06
9.6220e+00 7.3011e-04 3.1675e-06
9.6467e+00 6.5051e-04 3.0856e-06
9.6712e+00 5.6751e-04 2.9891e-06
9.6957e+00 5.3838e-04 2.9745e-06
9.7200e+00 5.9180e-04 3.0695e-06
9.7443e+00 6.8514e-04 3.2365e-06
9.7684e+00 7.7017e-04 3.3526e-06
9.7926e+00 8.3284e-04 3.5457e-06
9.8166e+00 8.4722e-04 3.4997e-06
9.8404e+00 7.6371e-04 3.4578e-06
9.8642e+00 6.5121e-04 3.2841e-06
9.8879e+00 6.0564e-04 3.3387e-06
9.9116e+00 6.5512e-04 3.3135e-06
9.9351e+00 7.5834e-04 3.5351e-06
9.9585e+00 8.7371e-04 3.7145e-06
9.9819e+00 9.4866e-04 3.8661e-06
1.0005e+01 9.3852e-04 3.8617e-06
1.0028e+01 8.8215e-04 3.8367e-06
1.0052e+01 7.9493e-04 3.7293e-06
1.0075e+01 7.1453e-04 3.4887e-06
1.0098e+01 7.5230e-04 3.7475e-06
1.0121e+01 8.6440e-04 3.9893e-06
1.0143e+01 9.9134e-04 4.1998e-06
1.0165e+01 1.0427e-03 4.3270e-06
1.0188e+01 1.0537e-03 4.3928e-06
1.0210e+01 1.0559e-03 4.4215e-06
1.0233e+01 1.0001e-03 4.3688e-06
1.0255e+01 9.0266e-04 4.2876e-06
1.0278e+01 7.6794e-04 4.0951e-06
1.0300e+01 6.1132e-04 3.8957e-06
1.0322e+01 4.2780e-04 3.5788e-06
1.0344e+01 2.6077e-04 3.3707e-06
1.0366e+01 1.9521e-04 3.3254e-06
1.0388e+01 2.2830e-04 3.5274e-06
1.0410e+01 2.9938e-04 3.6490e-06
1.0432e+01 3.7432e-04 3.8867e-06
1.0454e+01 4.3186e-04 4.0306e-06
1.0475e+01 4.5432e-04 4.3873e-06
1.0496e+01 4.8388e-04 4.2130e-06
1.0518e+01 4.8395e-04 4.3057e-06
1.0539e+01 5.1225e-04 4.3378e-06
1.0561e+01 5.7674e-04 4.5792e-06
1.0582e+01 6.3812e-04 4.6832e-06
1.0604e+01 6.5075e-04 4.7884e-06
1.0625e+01 6.2801e-04 4.7990e-06
1.0646e+01 5.7462e-04 4.9657e-06
1.0667e+01 4.5628e-04 4.5363e-06
1.0688e+01 3.3913e-04 4.5109e-06
1.0709e+01 2.3525e-04 4.3899e-06
1.0730e+01 1.8415e-04 4.3670e-06
1.0751e+01 1.8766e-04 4.3842e-06
1.0771e+01 2.2173e-04 4.4995e-06
1.0792e+01 3.1577e-04 4.7607e-06
1.0812e+01 3.9789e-04 5.0089e-06
