# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
7.9351e+00 3.5226e-04 3.9893e-06
7.9674e+00 3.6622e-04 4.1483e-06
7.9996e+00 3.5342e-04 4.1272e-06
8.0316e+00 3.4322e-04 4.1943e-06
8.0633e+00 3.7107e-04 4.2629e-06
8.0950e+00 3.5023e-04 4.3187e-06
8.1264e+00 3.8669e-04 4.4404e-06
8.1576e+00 3.9282e-04 4.5837e-06
8.1887e+00 3.9310e-04 4.6481e-06
8.2196e+00 3.9017e-04 4.8060e-06
8.2504e+00 4.1741e-04 4.9167e-06
8.2809e+00 4.5817e-04 4.5992e-06
8.3114e+00 4.2926e-04 5.0461e-06
8.3417e+00 4.3219e-04 5.4829e-06
8.3719e+00 4.2467e-04 5.8195e-06
8.4018e+00 4.5714e-04 5.9079e-06
8.4316e+00 4.8041e-04 5.5944e-06
8.4614e+00 4.9447e-04 5.4146e-06
8.4911e+00 4.9643e-04 5.3462e-06
8.5205e+00 4.9577e-04 5.3934e-06
8.5498e+00 5.2414e-04 5.4109e-06
8.5789e+00 5.4387e-04 5.5754e-06
8.6080e+00 5.4388e-04 5.6252e-06
8.6369e+00 5.5813e-04 5.7487e-06
8.6657e+00 5.8694e-04 5.8656e-06
8.6943e+00 6.0913e-04 6.1637e-06
8.7229e+00 6.1087e-04 6.0537e-06
8.7513e+00 6.0046e-04 6.1482e-06
8.7796e+00 5.8370e-04 5.8836e-06
8.8077e+00 6.1840e-04 6.2172e-06
8.8358e+00 6.1692e-04 6.1621e-06
8.8636e+00 6.6715e-04 6.4822e-06
8.8914e+00 6.7693e-04 6.5003e-06
8.9191e+00 6.8108e-04 6.5386e-06
8.9466e+00 6.6426e-04 6.6313e-06
8.9740e+00 6.9162e-04 6.7404e-06
9.0013e+00 7.0529e-04 6.7851e-06
9.0284e+00 7.1564e-04 6.9602e-06
9.0555e+00 7.2592e-04 6.8694e-06
9.0824e+00 7.1566e-04 7.1159e-06
9.1092e+00 7.3658e-04 6.5410e-06
9.1358e+00 7.3001e-04 7.1584e-06
9.1624e+00 7.4351e-04 7.1650e-06
9.1889e+00 7.5964e-04 7.3481e-06
9.2153e+00 7.8660e-04 7.4975e-06
9.2415e+00 7.9902e-04 7.5030e-06
9.2676e+00 8.2201e-04 7.7285e-06
9.2936e+00 7.9753e-04 7.6422e-06
9.3195e+00 7.6566e-04 7.4284e-06
9.3453e+00 8.0486e-04 7.7402e-06
9.3710e+00 7.8987e-04 7.8233e-06
9.3966e+00 7.9740e-04 7.8025e-06
9.4221e+00 7.7766e-04 7.7516e-06
9.4473e+00 7.7840e-04 7.8259e-06
9.4726e+00 7.7318e-04 7.8769e-06
9.4978e+00 8.4472e-04 8.1405e-06
9.5228e+00 8.5861e-04 8.2804e-06
9.5478e+00 8.6623e-04 8.4274e-06
9.5726e+00 8.6533e-04 8.2397e-06
9.5974e+00 8.3151e-04 8.4251e-06
9.6220e+00 8.4879e-04 8.4026e-06
9.6465e+00 7.9768e-04 8.5274e-06
9.6710e+00 8.0398e-04 8.2470e-06
9.6953e+00 8.1610e-04 8.6863e-06
9.7196e+00 8.4524e-04 8.6634e-06
9.7437e+00 8.6174e-04 8.9483e-06
9.7678e+00 8.8386e-04 8.8965e-06
9.7918e+00 8.7996e-04 9.0679e-06
9.8156e+00 8.5186e-04 8.9264e-06
9.8394e+00 8.3563e-04 9.0276e-06
9.8631e+00 7.9086e-04 9.0029e-06
9.8867e+00 7.7993e-04 9.3618e-06
9.9102e+00 8.0621e-04 8.9939e-06
9.9336e+00 8.3748e-04 9.3320e-06
9.9569e+00 9.2810e-04 9.6084e-06
9.9801e+00 9.1820e-04 9.7274e-06
1.0003e+01 9.1477e-04 9.8369e-06
1.0026e+01 8.8250e-04 1.0002e-05
1.0049e+01 8.5696e-04 9.8219e-06
1.0073e+01 8.8008e-04 9.2760e-06
1.0095e+01 8.5003e-04 1.0079e-05
1.0118e+01 8.7593e-04 1.0471e-05
1.0140e+01 9.3008e-04 1.0502e-05
1.0163e+01 9.4052e-04 1.0816e-05
1.0186e+01 9.4192e-04 1.0896e-05
1.0207e+01 9.5239e-04 1.0976e-05
1.0230e+01 9.1083e-04 1.0779e-05
1.0252e+01 8.8500e-04 1.0965e-05
1.0275e+01 8.0938e-04 1.0778e-05
1.0297e+01 7.3018e-04 1.0691e-05
1.0319e+01 6.5499e-04 1.0433e-05
1.0340e+01 5.1218e-04 1.0726e-05
1.0362e+01 4.8901e-04 1.0475e-05
1.0384e+01 4.9424e-04 1.1081e-05
1.0406e+01 5.0492e-04 1.0734e-05
1.0428e+01 5.2107e-04 1.1167e-05
1.0449e+01 5.3718e-04 1.1241e-05
1.0471e+01 5.3024e-04 1.2229e-05
1.0492e+01 6.0162e-04 1.1992e-05
1.0514e+01 5.8376e-04 1.2119e-05
1.0535e+01 5.9112e-04 1.2277e-05
1.0557e+01 6.4776e-04 1.2555e-05
1.0577e+01 6.2514e-04 1.2546e-05
1.0599e+01 6.6429e-04 1.3006e-05
1.0620e+01 6.8290e-04 1.3078e-05
1.0641e+01 6.6765e-04 1.3580e-05
1.0662e+01 6.4205e-04 1.3055e-05
1.0682e+01 5.5722e-04 1.3419e-05
1.0703e+01 5.4453e-04 1.3559e-05
1.0724e+01 5.4877e-04 1.3878e-05
1.0745e+01 5.4991e-04 1.3494e-05
1.0766e+01 5.8217e-04 1.4595e-05
1.0787e+01 5.6949e-04 1.4660e-05
1.0806e+01 5.8525e-04 1.4878e-05
1.0827e+01 6.6112e-04 1.5283e-05
1.0848e+01 5.8179e-04 1.5418e-05
1.0868e+01 6.3184e-04 1.5711e-05
1.0889e+01 5.9624e-04 1.6164e-05
1.0909e+01 5.9911e-04 1.5676e-05
1.0929e+01 7.1288e-04 1.5963e-05
1.0949e+01 6.1649e-04 1.6993e-05
1.0969e+01 5.5145e-04 1.7308e-05
1.0989e+01 5.1808e-04 1.7506e-05
1.1010e+01 6.0271e-04 1.8203e-05
1.1030e+01 6.5315e-04 1.7503e-05
1.1049e+01 6.6857e-04 1.8954e-05
1.1069e+01 6.5192e-04 1.9476e-05
1.1089e+01 7.2676e-04 2.0306e-05
1.1109e+01 7.4681e-04 1.9781e-05
1.1129e+01 7.7869e-04 2.0979e-05
1.1148e+01 7.6209e-04 2.0359e-05
1.1167e+01 7.4010e-04 2.0871e-05
1.1187e+01 7.0692e-04 2.0624e-05
1.1207e+01 6.9536e-04 2.2489e-05
1.1226e+01 7.3887e-04 2.2542e-05
1.1246e+01 6.6391e-04 2.2676e-05
1.1265e+01 6.9607e-04 2.2987e-05
1.1284e+01 6.9017e-04 2.3955e-05
1.1303e+01 7.0732e-04 2.3488e-05
1.1322e+01 7.3125e-04 2.4817e-05
1.1342e+01 7.8750e-04 2.4881e-05
1.1361e+01 6.4450e-04 2.5134e-05
1.1380e+01 7.8254e-04 2.5452e-05
1.1398e+01 7.7266e-04 2.6397e-05
1.1418e+01 8.3071e-04 2.4814e-05
1.1437e+01 7.6915e-04 2.6652e-05
1.1456e+01 7.3509e-04 2.5565e-05
1.1475e+01 7.0621e-04 2.7018e-05
1.1493e+01 7.0829e-04 2.6697e-05
1.1512e+01 7.2171e-04 2.7937e-05
1.1530e+01 5.9175e-04 2.5918e-05
1.1549e+01 6.0249e-04 2.8052e-05
1.1568e+01 5.5171e-04 2.8466e-05
1.1586e+01 6.8943e-04 2.9724e-05
1.1605e+01 6.6409e-04 2.9248e-05
1.1624e+01 6.8491e-04 3.0254e-05
1.1641e+01 5.9490e-04 2.9732e-05
1.1660e+01 5.5680e-04 2.9658e-05
1.1678e+01 6.6104e-04 3.3119e-05
1.1696e+01 5.6602e-04 3.2802e-05
1.1715e+01 5.1820e-04 3.3466e-05
1.1733e+01 6.1148e-04 3.5239e-05
1.1751e+01 4.9482e-04 3.4984e-05
1.1768e+01 4.5972e-04 3.5163e-05
1.1787e+01 5.2977e-04 3.6049e-05
1.1805e+01 6.2974e-04 3.9060e-05
1.1823e+01 5.4292e-04 3.8782e-05
