# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
5.5619e+00 1.4332e-05 1.5395e-07
5.6178e+00 1.0637e-05 1.4466e-07
5.6729e+00 8.9545e-06 1.4498e-07
5.7271e+00 7.6693e-06 1.5133e-07
5.7804e+00 7.7734e-06 1.5658e-07
5.8331e+00 7.3881e-06 1.6069e-07
5.8849e+00 6.0613e-06 1.6291e-07
5.9360e+00 5.8936e-06 1.6002e-07
5.9863e+00 6.9040e-06 1.7805e-07
6.0359e+00 7.0337e-06 1.6334e-07
6.0849e+00 7.2370e-06 1.7357e-07
6.1333e+00 8.1085e-06 1.6515e-07
6.1809e+00 1.2323e-05 1.7444e-07
6.2280e+00 1.8757e-05 1.8560e-07
6.2744e+00 2.3787e-05 1.9618e-07
6.3204e+00 2.1040e-05 1.9149e-07
6.3658e+00 1.2541e-05 2.0115e-07
6.4106e+00 7.7651e-06 1.9483e-07
6.5424e+00 7.0432e-06 1.9669e-07
6.5854e+00 7.6942e-06 2.0717e-07
6.6281e+00 8.7929e-06 2.1592e-07
6.6703e+00 1.1383e-05 2.1891e-07
6.7122e+00 1.4810e-05 2.2349e-07
6.7537e+00 1.6684e-05 2.3037e-07
6.7948e+00 1.6379e-05 2.2227e-07
6.8357e+00 1.6701e-05 2.2360e-07
6.8763e+00 2.0952e-05 2.4183e-07
6.9164e+00 2.4520e-05 2.4595e-07
6.9563e+00 2.4386e-05 2.4966e-07
6.9958e+00 2.4954e-05 2.5490e-07
7.0351e+00 2.7197e-05 2.6260e-07
7.0739e+00 3.0330e-05 2.6373e-07
7.1125e+00 3.0972e-05 2.6714e-07
7.1509e+00 2.7512e-05 2.7441e-07
7.1888e+00 2.5336e-05 2.7241e-07
7.2265e+00 2.2151e-05 2.7484e-07
7.2639e+00 1.8937e-05 2.8268e-07
7.3010e+00 1.3917e-05 2.8070e-07
7.3379e+00 1.0211e-05 2.7474e-07
7.3744e+00 7.6269e-06 2.6867e-07
7.4107e+00 7.7628e-06 2.9081e-07
7.4468e+00 7.9224e-06 2.7613e-07
7.4824e+00 9.3726e-06 2.7801e-07
7.5180e+00 1.1501e-05 3.0133e-07
7.5532e+00 1.4367e-05 3.1071e-07
7.5882e+00 1.5395e-05 3.1682e-07
7.6229e+00 1.4872e-05 3.1441e-07
7.6574e+00 9.5172e-06 3.2459e-07
7.6917e+00 7.3301e-06 3.2218e-07
7.7258e+00 9.6039e-06 3.2778e-07
7.7595e+00 1.0312e-05 3.3000e-07
7.7931e+00 1.1912e-05 3.3159e-07
