# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
5.0017e+00 4.2758e-04 1.4548e-05
5.0096e+00 4.2977e-04 1.4675e-05
5.0174e+00 3.2846e-04 1.4678e-05
5.0252e+00 3.1947e-04 1.4858e-05
5.0330e+00 3.9460e-04 1.5367e-05
5.0408e+00 4.2877e-04 1.5914e-05
5.0485e+00 4.2006e-04 1.6129e-05
5.0563e+00 4.5556e-04 1.5910e-05
5.0641e+00 4.7951e-04 1.6165e-05
5.0718e+00 4.8277e-04 1.6802e-05
5.0795e+00 4.2792e-04 1.6301e-05
5.0872e+00 4.1148e-04 1.7126e-05
5.0949e+00 4.6962e-04 1.7124e-05
5.1026e+00 4.8683e-04 1.7290e-05
5.1102e+00 4.2689e-04 1.6899e-05
5.1179e+00 4.2109e-04 1.6681e-05
5.1255e+00 4.4882e-04 1.7162e-05
5.1332e+00 3.7944e-04 1.7381e-05
5.1408e+00 2.7262e-04 1.6681e-05
5.1484e+00 2.7988e-04 1.6536e-05
5.1560e+00 3.5778e-04 1.7000e-05
5.1636e+00 3.5736e-04 1.6845e-05
5.1711e+00 3.4906e-04 1.7188e-05
5.1787e+00 3.9003e-04 1.7978e-05
5.1862e+00 4.2354e-04 1.7645e-05
5.2282e+00 3.7342e-04 1.3193e-06
5.2902e+00 3.6000e-04 1.3006e-06
5.3509e+00 3.3938e-04 1.2496e-06
5.4105e+00 2.9726e-04 1.2027e-06
5.4689e+00 2.7089e-04 1.2024e-06
5.5264e+00 2.5597e-04 1.1992e-06
5.5829e+00 2.3938e-04 1.1915e-06
5.6386e+00 2.2924e-04 1.1753e-06
5.6933e+00 2.1670e-04 1.1709e-06
5.7473e+00 2.0836e-04 1.1156e-06
5.8004e+00 2.1037e-04 1.1724e-06
5.8528e+00 2.0555e-04 1.1883e-06
5.9044e+00 1.9989e-04 1.1943e-06
5.9552e+00 2.1048e-04 1.2061e-06
6.0054e+00 2.2408e-04 1.2760e-06
6.0548e+00 2.3020e-04 1.1744e-06
6.1035e+00 2.3225e-04 1.3162e-06
6.1516e+00 2.4681e-04 1.3409e-06
6.1991e+00 2.6333e-04 1.3735e-06
6.2459e+00 2.8423e-04 1.3925e-06
