# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
1.0930e+01 1.8068e-04 3.8816e-06
1.0951e+01 1.6521e-04 3.9800e-06
1.0971e+01 1.5653e-04 4.1364e-06
1.0990e+01 1.7469e-04 4.2625e-06
1.1010e+01 1.6231e-04 4.3300e-06
1.1031e+01 1.8186e-04 4.2167e-06
1.1051e+01 2.1653e-04 4.5294e-06
1.1071e+01 2.2277e-04 4.5845e-06
1.1091e+01 2.3384e-04 4.6306e-06
1.1110e+01 2.2010e-04 4.7460e-06
1.1129e+01 2.5736e-04 5.0418e-06
1.1149e+01 2.5242e-04 4.9621e-06
1.1169e+01 2.4383e-04 5.0205e-06
1.1189e+01 2.3091e-04 5.1056e-06
1.1208e+01 2.1460e-04 5.2602e-06
1.1228e+01 1.9101e-04 5.3515e-06
1.1247e+01 2.1828e-04 6.1940e-06
1.1266e+01 2.0862e-04 6.2521e-06
1.1286e+01 2.2577e-04 5.7286e-06
1.1305e+01 2.2452e-04 5.6143e-06
1.1324e+01 2.4204e-04 5.7804e-06
1.1344e+01 2.3626e-04 5.8435e-06
1.1363e+01 2.2794e-04 6.0218e-06
1.1381e+01 2.3495e-04 5.8976e-06
1.1400e+01 2.4081e-04 6.1249e-06
1.1419e+01 2.5164e-04 5.8316e-06
1.1438e+01 2.2916e-04 6.1174e-06
1.1457e+01 2.0767e-04 5.8058e-06
1.1476e+01 2.0801e-04 6.2280e-06
1.1494e+01 2.2302e-04 6.2032e-06
1.1513e+01 2.0900e-04 6.4646e-06
1.1532e+01 1.9544e-04 6.1914e-06
1.1551e+01 2.1762e-04 6.7845e-06
1.1569e+01 2.3446e-04 6.7805e-06
1.1588e+01 2.4082e-04 7.0419e-06
1.1607e+01 2.1998e-04 7.0496e-06
1.1624e+01 2.0462e-04 7.2127e-06
1.1643e+01 2.1350e-04 7.0112e-06
1.1661e+01 2.1110e-04 6.9966e-06
1.1680e+01 1.9906e-04 7.3825e-06
1.1698e+01 1.9268e-04 7.5514e-06
1.1717e+01 1.8173e-04 7.6747e-06
1.1735e+01 1.6417e-04 8.0023e-06
1.1752e+01 1.7518e-04 8.0456e-06
1.1770e+01 1.7226e-04 8.4241e-06
1.1788e+01 1.7673e-04 8.0545e-06
1.1807e+01 2.0487e-04 8.6507e-06
1.1825e+01 1.9480e-04 8.7047e-06
